                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    128,                0.57305,                0.43027,                 0.9161,                0.64853,                0.56301,                0.59256,                0.44797,                 0.9374,                 1.2022,                 1.1928,             0.00026868,             0.00026868,             0.00026868
                    129,                0.57601,                0.42886,                0.91005,                0.62791,                0.54442,                0.58395,                0.44294,                0.93504,                 1.2548,                 1.1818,             0.00026514,             0.00026514,             0.00026514
                    130,                0.56746,                 0.4266,                0.91615,                0.69639,                 0.5107,                0.57933,                0.44206,                0.92186,                 1.2062,                 1.1811,             0.00026161,             0.00026161,             0.00026161
                    131,                0.56425,                0.42327,                0.90675,                0.65189,                0.53799,                0.58129,                0.44003,                0.92852,                  1.256,                 1.1798,             0.00025808,             0.00025808,             0.00025808
                    132,                0.57304,                0.42874,                0.91202,                  0.628,                0.53101,                0.57215,                0.43869,                0.92884,                 1.2945,                 1.1831,             0.00025454,             0.00025454,             0.00025454
                    133,                0.57462,                 0.4275,                0.90714,                0.68358,                0.51381,                0.57873,                0.44073,                0.92737,                 1.2369,                 1.1851,             0.00025101,             0.00025101,             0.00025101
                    134,                0.57022,                0.42951,                0.91166,                0.67615,                 0.5318,                 0.5872,                0.44857,                0.92814,                 1.2413,                 1.1897,             0.00024747,             0.00024747,             0.00024747
                    135,                0.56348,                0.42004,                0.91359,                0.67954,                0.52589,                0.58755,                0.44917,                0.91783,                 1.2591,                 1.1769,             0.00024394,             0.00024394,             0.00024394
                    136,                 0.5641,                0.41387,                0.90772,                0.69868,                0.51377,                0.58528,                0.44017,                 0.9273,                 1.2372,                 1.1866,              0.0002404,              0.0002404,              0.0002404
                    137,                0.55195,                 0.4058,                0.90514,                0.63462,                0.54998,                0.58627,                0.44299,                0.92006,                 1.2186,                 1.1819,             0.00023687,             0.00023687,             0.00023687
                    138,                0.54998,                0.40662,                0.90131,                0.65578,                0.53853,                0.58212,                0.44376,                0.92597,                 1.2689,                 1.1853,             0.00023334,             0.00023334,             0.00023334
                    139,                0.55585,                0.40897,                0.90111,                0.64687,                0.54323,                0.58378,                0.44387,                0.92335,                 1.2542,                 1.1866,              0.0002298,              0.0002298,              0.0002298
                    140,                0.55269,                0.41019,                0.90697,                0.69201,                0.53408,                0.59151,                0.44422,                0.92075,                 1.2213,                 1.1783,             0.00022627,             0.00022627,             0.00022627
                    141,                0.55289,                 0.4112,                0.90313,                0.67011,                0.54035,                0.59186,                0.44835,                0.91787,                 1.2162,                 1.1778,             0.00022273,             0.00022273,             0.00022273
                    142,                 0.5503,                0.40386,                0.89864,                0.67277,                0.53837,                0.59126,                0.44977,                0.92372,                 1.2731,                 1.1891,              0.0002192,              0.0002192,              0.0002192
                    143,                0.55606,                 0.4164,                 0.9002,                0.67967,                0.53256,                0.59298,                0.45194,                0.91947,                 1.2173,                 1.1833,             0.00021566,             0.00021566,             0.00021566
                    144,                0.55193,                0.41026,                0.90511,                0.68957,                 0.5243,                0.58836,                0.44904,                0.91936,                  1.257,                 1.1842,             0.00021213,             0.00021213,             0.00021213
                    145,                0.54437,                0.40289,                0.89656,                 0.6686,                0.52183,                0.58729,                0.44747,                 0.9155,                 1.2487,                  1.174,              0.0002086,              0.0002086,              0.0002086
                    146,                0.53189,                0.39732,                0.89496,                0.64711,                0.54251,                0.58716,                0.44882,                 0.9188,                 1.2345,                 1.1791,             0.00020506,             0.00020506,             0.00020506
                    147,                0.54427,                0.40407,                0.89977,                0.64766,                0.53986,                0.57913,                0.44164,                0.92148,                 1.3038,                 1.1783,             0.00020153,             0.00020153,             0.00020153
                    148,                 0.5513,                0.40179,                0.89665,                0.66463,                0.54128,                0.58617,                0.44867,                0.91597,                 1.2437,                 1.1787,             0.00019799,             0.00019799,             0.00019799
